"Age","Status","Studies","YearsOfExperience","Indentation_Length","Nesting_Level","Distance_from_Center","Correct","number_of_given_answers","expected_answer","given_answer","is_correct","time_in_milliseconds","Subject","Name","Q1","Q3","IQR","Lower_Bound","Upper_Bound","Outlier_Flag"
"between 25 and (excluding) 30","Other","I do not study","none","10",5,1,1,1,6,6,"True",2519,8,,2176.0,3575.0,1399.0,-2021.0,7772.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","Dynamic",1,3,1,1,5,5,"True",1504,8,,1504.0,3048.0,1544.0,-3128.0,7680.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","2",6,2,1,1,5,5,"True",2008,8,,2008.0,3920.0,1912.0,-3728.0,9656.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","2",6,2,1,1,4,4,"True",2205,8,,2008.0,3920.0,1912.0,-3728.0,9656.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","6",2,2,1,1,6,6,"True",1787,8,,1676.0,2040.0,364.0,584.0,3132.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","Dynamic",4,0,1,1,2,2,"True",6066,8,,2842.0,6066.0,3224.0,-6830.0,15738.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","2",1,3,1,1,5,5,"True",2216,8,,1424.0,1781.0,357.0,353.0,2852.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","6",7,3,1,1,6,6,"True",2017,8,,2017.0,3240.0,1223.0,-1652.0,6909.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","10",1,3,1,1,5,5,"True",1648,8,,2499.0,3965.0,1466.0,-1899.0,8363.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","4",3,1,1,1,5,5,"True",4576,8,,2341.0,4576.0,2235.0,-4364.0,11281.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","6",1,3,1,1,3,3,"True",1379,8,,1379.0,1568.0,189.0,812.0,2135.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","8",5,1,1,1,2,2,"True",2864,8,,1869.0,2864.0,995.0,-1116.0,5849.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","6",2,2,1,1,7,7,"True",2040,8,,1676.0,2040.0,364.0,584.0,3132.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","8",3,1,1,1,2,2,"True",2013,8,,1716.0,1924.0,208.0,1092.0,2548.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","8",4,0,1,1,2,2,"True",2836,8,,2497.0,3284.0,787.0,136.0,5645.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","8",1,3,1,1,1,1,"True",1072,8,,1300.0,1385.0,85.0,1045.0,1640.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","8",6,2,1,1,4,4,"True",1422,8,,1422.0,1720.0,298.0,528.0,2614.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","8",7,3,1,1,3,3,"True",2260,8,,1621.0,8036.0,6415.0,-17624.0,27281.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","8",5,1,1,1,1,1,"True",1869,8,,1869.0,2864.0,995.0,-1116.0,5849.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","4",6,2,1,1,3,3,"True",1552,8,,1485.0,2136.0,651.0,-468.0,4089.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","10",3,1,1,1,1,1,"True",2096,8,,2096.0,2664.0,568.0,392.0,4368.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","10",6,2,1,1,1,1,"True",1459,8,,2312.0,2784.0,472.0,896.0,4200.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","10",7,3,1,1,1,1,"True",1917,8,,1917.0,3365.0,1448.0,-2427.0,7709.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","10",6,2,1,1,7,7,"True",2590,8,,2312.0,2784.0,472.0,896.0,4200.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","8",6,2,1,1,1,1,"True",1720,8,,1422.0,1720.0,298.0,528.0,2614.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","2",1,3,1,1,2,2,"True",1424,8,,1424.0,1781.0,357.0,353.0,2852.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","4",4,0,1,1,7,7,"True",2328,8,,2376.0,4472.0,2096.0,-3912.0,10760.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","2",1,3,1,1,6,6,"True",1781,8,,1424.0,1781.0,357.0,353.0,2852.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","8",3,1,1,1,3,3,"True",1529,8,,1716.0,1924.0,208.0,1092.0,2548.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","8",3,1,1,1,1,1,"True",1716,8,,1716.0,1924.0,208.0,1092.0,2548.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","10",7,3,1,1,4,4,"True",1997,8,,1917.0,3365.0,1448.0,-2427.0,7709.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","2",2,2,1,1,7,7,"True",61824,8,,2115.0,4489.0,2374.0,-5007.0,11611.0,"Outlier"
"between 25 and (excluding) 30","Other","I do not study","none","2",3,1,1,1,3,3,"True",1724,8,,1975.0,2916.0,941.0,-848.0,5739.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","10",4,0,1,1,3,3,"True",2981,8,,2636.0,4860.0,2224.0,-4036.0,11532.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","6",6,2,1,1,3,3,"True",1718,8,,1465.0,1718.0,253.0,706.0,2477.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","8",6,2,1,1,5,5,"True",2187,8,,1422.0,1720.0,298.0,528.0,2614.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","4",6,2,1,1,5,5,"True",1355,8,,1485.0,2136.0,651.0,-468.0,4089.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","4",3,1,1,1,1,1,"True",4048,8,,2341.0,4576.0,2235.0,-4364.0,11281.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","2",5,1,1,1,4,4,"True",10013,8,,2292.0,5609.0,3317.0,-7659.0,15560.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","4",1,3,1,1,5,5,"True",21352,8,,2305.0,3724.0,1419.0,-1952.0,7981.0,"Outlier"
"between 25 and (excluding) 30","Other","I do not study","none","4",1,3,1,1,6,6,"True",3724,8,,2305.0,3724.0,1419.0,-1952.0,7981.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","10",2,2,1,1,3,3,"True",1620,8,,1620.0,1983.0,363.0,531.0,3072.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","10",4,0,1,1,5,5,"True",15569,8,,2636.0,4860.0,2224.0,-4036.0,11532.0,"Outlier"
"between 25 and (excluding) 30","Other","I do not study","none","6",2,2,1,1,6,6,"True",4257,8,,1676.0,2040.0,364.0,584.0,3132.0,"Outlier"
"between 25 and (excluding) 30","Other","I do not study","none","Dynamic",2,2,1,1,3,3,"True",1317,8,,1317.0,1748.0,431.0,24.0,3041.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","4",5,1,1,1,4,4,"True",2181,8,,2023.0,2808.0,785.0,-332.0,5163.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","10",6,2,1,1,4,4,"True",4444,8,,2312.0,2784.0,472.0,896.0,4200.0,"Outlier"
"between 25 and (excluding) 30","Other","I do not study","none","6",5,1,1,1,1,1,"True",2385,8,,1780.0,2656.0,876.0,-848.0,5284.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","2",2,2,1,1,1,1,"True",2839,8,,2115.0,4489.0,2374.0,-5007.0,11611.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","2",1,3,1,1,5,5,"True",1624,8,,1424.0,1781.0,357.0,353.0,2852.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","6",5,1,1,1,6,6,"True",2737,8,,1780.0,2656.0,876.0,-848.0,5284.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","10",4,0,1,1,1,1,"True",4860,8,,2636.0,4860.0,2224.0,-4036.0,11532.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","4",7,3,1,1,1,1,"True",1742,8,,1428.0,1808.0,380.0,288.0,2948.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","Dynamic",6,2,1,1,2,2,"True",1728,8,,1728.0,3241.0,1513.0,-2811.0,7780.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","2",6,2,1,1,2,2,"True",1620,8,,2008.0,3920.0,1912.0,-3728.0,9656.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","Dynamic",5,1,1,1,2,2,"True",2212,8,,1872.0,2212.0,340.0,852.0,3232.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","10",5,1,1,1,3,3,"True",3575,8,,2176.0,3575.0,1399.0,-2021.0,7772.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","Dynamic",4,0,1,1,2,2,"True",2800,8,,2842.0,6066.0,3224.0,-6830.0,15738.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","6",1,3,1,1,2,2,"True",1568,8,,1379.0,1568.0,189.0,812.0,2135.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","6",7,3,1,1,5,5,"True",3240,8,,2017.0,3240.0,1223.0,-1652.0,6909.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","10",7,3,1,1,4,4,"True",3365,8,,1917.0,3365.0,1448.0,-2427.0,7709.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","10",2,2,1,1,4,4,"True",1983,8,,1620.0,1983.0,363.0,531.0,3072.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","4",1,3,1,1,2,2,"True",2305,8,,2305.0,3724.0,1419.0,-1952.0,7981.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","2",3,1,1,1,2,2,"True",2916,8,,1975.0,2916.0,941.0,-848.0,5739.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","6",4,0,1,1,5,5,"True",2970,8,,2920.0,3161.0,241.0,2197.0,3884.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","4",6,2,1,1,2,2,"True",1485,8,,1485.0,2136.0,651.0,-468.0,4089.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","10",3,1,1,1,1,1,"True",1340,8,,2096.0,2664.0,568.0,392.0,4368.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","Dynamic",2,2,1,1,3,3,"True",1260,8,,1317.0,1748.0,431.0,24.0,3041.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","2",5,1,1,1,7,7,"True",5609,8,,2292.0,5609.0,3317.0,-7659.0,15560.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","Dynamic",2,2,1,1,3,3,"True",1479,8,,1317.0,1748.0,431.0,24.0,3041.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","Dynamic",6,2,1,1,7,7,"True",3241,8,,1728.0,3241.0,1513.0,-2811.0,7780.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","2",3,1,0,1,4,7,"False",6837,8,,1975.0,2916.0,941.0,-848.0,5739.0,"Outlier"
"between 25 and (excluding) 30","Other","I do not study","none","Dynamic",3,1,1,1,4,4,"True",4932,8,,1288.0,1776.0,488.0,-176.0,3240.0,"Outlier"
"between 25 and (excluding) 30","Other","I do not study","none","4",7,3,1,1,5,5,"True",1348,8,,1428.0,1808.0,380.0,288.0,2948.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","8",2,2,1,1,6,6,"True",2852,8,,1293.0,2373.0,1080.0,-1947.0,5613.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","Dynamic",5,1,1,1,2,2,"True",1980,8,,1872.0,2212.0,340.0,852.0,3232.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","4",5,1,1,1,7,7,"True",3284,8,,2023.0,2808.0,785.0,-332.0,5163.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","10",6,2,1,1,2,2,"True",2784,8,,2312.0,2784.0,472.0,896.0,4200.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","4",3,1,1,1,5,5,"True",4644,8,,2341.0,4576.0,2235.0,-4364.0,11281.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","6",1,3,1,1,4,4,"True",3581,8,,1379.0,1568.0,189.0,812.0,2135.0,"Outlier"
"between 25 and (excluding) 30","Other","I do not study","none","8",7,3,1,1,1,1,"True",8036,8,,1621.0,8036.0,6415.0,-17624.0,27281.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","2",5,1,1,1,5,5,"True",3025,8,,2292.0,5609.0,3317.0,-7659.0,15560.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","4",5,1,1,1,3,3,"True",2808,8,,2023.0,2808.0,785.0,-332.0,5163.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","2",2,2,1,1,6,6,"True",1961,8,,2115.0,4489.0,2374.0,-5007.0,11611.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","8",7,3,1,1,2,2,"True",1487,8,,1621.0,8036.0,6415.0,-17624.0,27281.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","8",1,3,1,1,1,1,"True",1385,8,,1300.0,1385.0,85.0,1045.0,1640.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","10",7,3,1,1,7,7,"True",1520,8,,1917.0,3365.0,1448.0,-2427.0,7709.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","Dynamic",3,1,1,1,7,7,"True",1776,8,,1288.0,1776.0,488.0,-176.0,3240.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","2",7,3,1,1,7,7,"True",3536,8,,1815.0,2005.0,190.0,1245.0,2575.0,"Outlier"
"between 25 and (excluding) 30","Other","I do not study","none","4",2,2,1,1,2,2,"True",1523,8,,1523.0,2040.0,517.0,-28.0,3591.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","8",3,1,1,1,4,4,"True",1924,8,,1716.0,1924.0,208.0,1092.0,2548.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","8",5,1,1,1,2,2,"True",14232,8,,1869.0,2864.0,995.0,-1116.0,5849.0,"Outlier"
"between 25 and (excluding) 30","Other","I do not study","none","Dynamic",1,3,1,1,7,7,"True",35724,8,,1504.0,3048.0,1544.0,-3128.0,7680.0,"Outlier"
"between 25 and (excluding) 30","Other","I do not study","none","6",5,1,1,1,5,5,"True",1780,8,,1780.0,2656.0,876.0,-848.0,5284.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","Dynamic",7,3,1,1,5,5,"True",1317,8,,1345.0,1520.0,175.0,820.0,2045.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","4",7,3,1,1,7,7,"True",2236,8,,1428.0,1808.0,380.0,288.0,2948.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","2",7,3,1,1,7,7,"True",2005,8,,1815.0,2005.0,190.0,1245.0,2575.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","6",3,1,1,1,1,1,"True",2419,8,,1628.0,2419.0,791.0,-745.0,4792.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","4",3,1,1,1,7,7,"True",2341,8,,2341.0,4576.0,2235.0,-4364.0,11281.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","4",3,1,1,1,3,3,"True",1881,8,,2341.0,4576.0,2235.0,-4364.0,11281.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","8",2,2,1,1,5,5,"True",2373,8,,1293.0,2373.0,1080.0,-1947.0,5613.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","Dynamic",2,2,1,1,7,7,"True",1748,8,,1317.0,1748.0,431.0,24.0,3041.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","4",2,2,1,1,1,1,"True",2407,8,,1523.0,2040.0,517.0,-28.0,3591.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","10",1,3,1,1,7,7,"True",9244,8,,2499.0,3965.0,1466.0,-1899.0,8363.0,"Outlier"
"between 25 and (excluding) 30","Other","I do not study","none","Dynamic",6,2,1,1,7,7,"True",4976,8,,1728.0,3241.0,1513.0,-2811.0,7780.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","8",4,0,1,1,1,1,"True",6916,8,,2497.0,3284.0,787.0,136.0,5645.0,"Outlier"
"between 25 and (excluding) 30","Other","I do not study","none","8",4,0,1,1,3,3,"True",2497,8,,2497.0,3284.0,787.0,136.0,5645.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","10",3,1,1,1,5,5,"True",2664,8,,2096.0,2664.0,568.0,392.0,4368.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","Dynamic",4,0,1,1,3,3,"True",6632,8,,2842.0,6066.0,3224.0,-6830.0,15738.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","2",7,3,1,1,6,6,"True",1829,8,,1815.0,2005.0,190.0,1245.0,2575.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","8",7,3,1,1,1,1,"True",1621,8,,1621.0,8036.0,6415.0,-17624.0,27281.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","2",4,0,1,1,5,5,"True",9964,8,,3972.0,5672.0,1700.0,-1128.0,10772.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","Dynamic",5,1,1,1,3,3,"True",3940,8,,1872.0,2212.0,340.0,852.0,3232.0,"Outlier"
"between 25 and (excluding) 30","Other","I do not study","none","Dynamic",7,3,1,1,3,3,"True",1345,8,,1345.0,1520.0,175.0,820.0,2045.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","Dynamic",7,3,1,1,1,1,"True",1476,8,,1345.0,1520.0,175.0,820.0,2045.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","Dynamic",7,3,1,1,2,2,"True",1520,8,,1345.0,1520.0,175.0,820.0,2045.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","6",3,1,1,1,5,5,"True",9428,8,,1628.0,2419.0,791.0,-745.0,4792.0,"Outlier"
"between 25 and (excluding) 30","Other","I do not study","none","10",7,3,1,1,6,6,"True",7628,8,,1917.0,3365.0,1448.0,-2427.0,7709.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","4",1,3,1,1,6,6,"True",2432,8,,2305.0,3724.0,1419.0,-1952.0,7981.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","6",2,2,1,1,1,1,"True",1552,8,,1676.0,2040.0,364.0,584.0,3132.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","6",6,2,1,1,5,5,"True",3320,8,,1465.0,1718.0,253.0,706.0,2477.0,"Outlier"
"between 25 and (excluding) 30","Other","I do not study","none","4",2,2,1,1,3,3,"True",1613,8,,1523.0,2040.0,517.0,-28.0,3591.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","10",5,1,1,1,4,4,"True",2176,8,,2176.0,3575.0,1399.0,-2021.0,7772.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","8",4,0,1,1,5,5,"True",2471,8,,2497.0,3284.0,787.0,136.0,5645.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","10",3,1,1,1,4,4,"True",2252,8,,2096.0,2664.0,568.0,392.0,4368.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","10",2,2,1,1,7,7,"True",1717,8,,1620.0,1983.0,363.0,531.0,3072.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","8",2,2,1,1,1,1,"True",1057,8,,1293.0,2373.0,1080.0,-1947.0,5613.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","Dynamic",7,3,1,1,7,7,"True",1624,8,,1345.0,1520.0,175.0,820.0,2045.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","6",7,3,1,1,1,1,"True",1617,8,,2017.0,3240.0,1223.0,-1652.0,6909.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","2",7,3,1,1,3,3,"True",1632,8,,1815.0,2005.0,190.0,1245.0,2575.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","Dynamic",4,0,1,1,5,5,"True",4005,8,,2842.0,6066.0,3224.0,-6830.0,15738.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","Dynamic",5,1,1,1,1,1,"True",1872,8,,1872.0,2212.0,340.0,852.0,3232.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","Dynamic",3,1,1,1,2,2,"True",1505,8,,1288.0,1776.0,488.0,-176.0,3240.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","2",2,2,1,1,5,5,"True",4489,8,,2115.0,4489.0,2374.0,-5007.0,11611.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","6",1,3,1,1,2,2,"True",1084,8,,1379.0,1568.0,189.0,812.0,2135.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","Dynamic",1,3,1,1,1,1,"True",1240,8,,1504.0,3048.0,1544.0,-3128.0,7680.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","Dynamic",3,1,1,1,4,4,"True",1265,8,,1288.0,1776.0,488.0,-176.0,3240.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","10",4,0,1,1,2,2,"True",2636,8,,2636.0,4860.0,2224.0,-4036.0,11532.0,"OK"
"between 25 and (excluding) 30","Other","I do not study","none","Dynamic",4,0,1,1,3,3,"True",2842,8,,2842.0,6066.0,3224.0,-6830.0,15738.0,"OK"
