"Age","Status","Studies","YearsOfExperience","Overlap","Indentation_Length","Nesting_Level","Distance_from_Center","Overlap_Above_Percent","Overlap_Below_Percent","Correct","number_of_given_answers","expected_answer","given_answer","is_correct","time_in_milliseconds","Subject","Name","Q1","Q3","IQR","Lower_Bound","Upper_Bound","Outlier_Flag"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","Dynamic",3,1,65,95,1,1,7,7,"True",1419,7,,819.0,1287.25,468.25,-585.75,2692.0,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","14",4,0,65,95,1,1,2,2,"True",4947,7,,1352.5,4424.75,3072.25,-7864.25,13641.5,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","10",6,2,65,95,1,1,6,6,"True",1596,7,,1430.25,1623.0,192.75,852.0,2201.25,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","10",3,1,0,100,1,1,2,2,"True",1381,7,,1293.5,1476.75,183.25,743.75,2026.5,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","10",6,2,65,95,1,1,4,4,"True",2238,7,,1430.25,1623.0,192.75,852.0,2201.25,"Outlier"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","6",2,2,65,95,1,1,5,5,"True",1440,7,,1420.0,1546.75,126.75,1039.75,1927.0,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","10",4,0,0,100,1,1,6,6,"True",2503,7,,1108.0,1645.5,537.5,-504.5,3258.0,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","6",4,0,0,100,1,1,3,3,"True",3999,7,,2828.5,3918.75,1090.25,-442.25,7189.5,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","6",5,1,0,100,1,1,2,2,"True",1971,7,,1464.75,1901.25,436.5,155.25,3210.75,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","6",4,0,0,100,1,1,6,6,"True",2381,7,,2828.5,3918.75,1090.25,-442.25,7189.5,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","Dynamic",3,1,65,95,1,1,4,4,"True",1691,7,,819.0,1287.25,468.25,-585.75,2692.0,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","6",2,2,65,95,1,1,4,4,"True",2514,7,,1420.0,1546.75,126.75,1039.75,1927.0,"Outlier"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","Dynamic",6,2,0,100,1,1,1,1,"True",1007,7,,1030.0,1374.0,344.0,-2.0,2406.0,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","10",4,0,65,95,1,1,5,5,"True",2322,7,,2345.0,3048.75,703.75,233.75,5160.0,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","10",4,0,65,95,1,1,1,1,"True",2985,7,,2345.0,3048.75,703.75,233.75,5160.0,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","10",5,1,0,100,1,1,1,1,"True",1640,7,,1292.5,1635.75,343.25,262.75,2665.5,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","Dynamic",2,2,0,100,1,1,7,7,"True",1528,7,,1255.75,1406.5,150.75,803.5,1858.75,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","10",5,1,65,95,1,1,6,6,"True",2136,7,,1654.0,1921.75,267.75,850.75,2725.0,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","6",2,2,0,100,1,1,6,6,"True",1388,7,,1230.75,1642.25,411.5,-3.75,2876.75,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","10",6,2,0,100,1,1,7,7,"True",1331,7,,922.25,1339.25,417.0,-328.75,2590.25,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","Dynamic",6,2,0,100,1,1,3,3,"True",1483,7,,1030.0,1374.0,344.0,-2.0,2406.0,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","14",5,1,65,95,1,1,2,2,"True",1556,7,,1394.75,2108.25,713.5,-745.75,4248.75,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","Dynamic",5,1,65,95,1,1,3,3,"True",1462,7,,1112.25,1382.5,270.25,301.5,2193.25,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","Dynamic",3,1,0,100,1,1,3,3,"True",1306,7,,1528.75,1763.0,234.25,826.0,2465.75,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","10",5,1,65,95,1,1,4,4,"True",1722,7,,1654.0,1921.75,267.75,850.75,2725.0,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","14",3,1,65,95,1,1,4,4,"True",1377,7,,1162.0,1471.5,309.5,233.5,2400.0,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","14",3,1,65,95,1,1,5,5,"True",1775,7,,1162.0,1471.5,309.5,233.5,2400.0,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","Dynamic",4,0,0,100,1,1,4,4,"True",2566,7,,1123.75,1817.25,693.5,-956.75,3897.75,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","14",3,1,65,95,0,1,3,4,"False",1350,7,,1162.0,1471.5,309.5,233.5,2400.0,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","Dynamic",5,1,0,100,1,1,2,2,"True",1885,7,,1366.75,1836.5,469.75,-42.5,3245.75,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","10",6,2,0,100,1,1,6,6,"True",1268,7,,922.25,1339.25,417.0,-328.75,2590.25,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","10",3,1,0,100,1,1,3,3,"True",1310,7,,1293.5,1476.75,183.25,743.75,2026.5,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","Dynamic",4,0,0,100,1,1,2,2,"True",1242,7,,1123.75,1817.25,693.5,-956.75,3897.75,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","14",2,2,0,100,1,1,2,2,"True",1086,7,,998.0,1217.25,219.25,340.25,1875.0,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","10",5,1,0,100,1,1,7,7,"True",1439,7,,1292.5,1635.75,343.25,262.75,2665.5,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","14",4,0,0,100,1,1,4,4,"True",1292,7,,1114.75,1346.0,231.25,421.0,2039.75,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","10",2,2,65,95,1,1,4,4,"True",1989,7,,1260.25,1585.5,325.25,284.5,2561.25,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","10",5,1,65,95,1,1,5,5,"True",1891,7,,1654.0,1921.75,267.75,850.75,2725.0,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","10",3,1,65,95,1,1,2,2,"True",1204,7,,1368.75,2079.0,710.25,-762.0,4209.75,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","Dynamic",4,0,65,95,1,1,5,5,"True",1321,7,,956.5,1337.5,381.0,-186.5,2480.5,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","Dynamic",2,2,0,100,1,1,5,5,"True",1372,7,,1255.75,1406.5,150.75,803.5,1858.75,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","Dynamic",3,1,0,100,1,1,2,2,"True",1573,7,,1528.75,1763.0,234.25,826.0,2465.75,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","14",3,1,0,100,1,1,6,6,"True",1420,7,,1104.75,1283.0,178.25,570.0,1817.75,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","6",3,1,0,100,1,1,6,6,"True",1859,7,,1406.0,1833.0,427.0,125.0,3114.0,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","14",5,1,65,95,1,1,7,7,"True",2037,7,,1394.75,2108.25,713.5,-745.75,4248.75,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","10",2,2,0,100,1,1,1,1,"True",977,7,,1328.75,1424.75,96.0,1040.75,1712.75,"Outlier"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","6",5,1,65,95,1,1,2,2,"True",1529,7,,1801.75,2789.0,987.25,-1160.0,5750.75,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","Dynamic",5,1,65,95,1,1,4,4,"True",1239,7,,1112.25,1382.5,270.25,301.5,2193.25,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","6",4,0,0,100,1,1,4,4,"True",4916,7,,2828.5,3918.75,1090.25,-442.25,7189.5,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","14",5,1,0,100,1,1,6,6,"True",1429,7,,1172.75,1331.0,158.25,698.0,1805.75,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","Dynamic",3,1,0,100,1,1,5,5,"True",1514,7,,1528.75,1763.0,234.25,826.0,2465.75,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","14",6,2,0,100,1,1,3,3,"True",1114,7,,944.5,1194.25,249.75,195.25,1943.5,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","14",6,2,65,95,1,1,4,4,"True",1539,7,,1197.0,1576.5,379.5,58.5,2715.0,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","Dynamic",3,1,0,100,1,1,6,6,"True",1810,7,,1528.75,1763.0,234.25,826.0,2465.75,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","6",2,2,0,100,1,1,7,7,"True",2203,7,,1230.75,1642.25,411.5,-3.75,2876.75,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","14",6,2,65,95,1,1,1,1,"True",1230,7,,1197.0,1576.5,379.5,58.5,2715.0,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","10",2,2,0,100,1,1,7,7,"True",1406,7,,1328.75,1424.75,96.0,1040.75,1712.75,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","Dynamic",5,1,65,95,1,1,1,1,"True",1102,7,,1112.25,1382.5,270.25,301.5,2193.25,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","10",2,2,0,100,1,1,3,3,"True",1749,7,,1328.75,1424.75,96.0,1040.75,1712.75,"Outlier"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","14",4,0,65,95,1,1,4,4,"True",3422,7,,1352.5,4424.75,3072.25,-7864.25,13641.5,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","6",4,0,65,95,1,1,6,6,"True",3629,7,,2225.5,3485.5,1260.0,-1554.5,7265.5,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","10",3,1,0,100,1,1,7,7,"True",1593,7,,1293.5,1476.75,183.25,743.75,2026.5,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","Dynamic",4,0,65,95,1,1,4,4,"True",1381,7,,956.5,1337.5,381.0,-186.5,2480.5,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","Dynamic",6,2,65,95,1,1,1,1,"True",941,7,,958.25,1319.5,361.25,-125.5,2403.25,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","10",6,2,0,100,1,1,1,1,"True",907,7,,922.25,1339.25,417.0,-328.75,2590.25,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","10",3,1,65,95,1,1,4,4,"True",2167,7,,1368.75,2079.0,710.25,-762.0,4209.75,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","6",5,1,65,95,1,1,7,7,"True",1813,7,,1801.75,2789.0,987.25,-1160.0,5750.75,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","6",3,1,65,95,1,1,6,6,"True",1660,7,,1619.5,1943.0,323.5,649.0,2913.5,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","10",3,1,65,95,1,1,4,4,"True",1470,7,,1368.75,2079.0,710.25,-762.0,4209.75,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","Dynamic",4,0,65,95,1,1,3,3,"True",1301,7,,956.5,1337.5,381.0,-186.5,2480.5,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","Dynamic",6,2,65,95,1,1,1,1,"True",919,7,,958.25,1319.5,361.25,-125.5,2403.25,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","Dynamic",5,1,65,95,1,1,2,2,"True",1313,7,,1112.25,1382.5,270.25,301.5,2193.25,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","Dynamic",5,1,65,95,1,1,7,7,"True",1143,7,,1112.25,1382.5,270.25,301.5,2193.25,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","Dynamic",3,1,65,95,1,1,3,3,"True",1165,7,,819.0,1287.25,468.25,-585.75,2692.0,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","14",2,2,0,100,1,1,7,7,"True",1370,7,,998.0,1217.25,219.25,340.25,1875.0,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","14",2,2,65,95,1,1,7,7,"True",1387,7,,1084.25,1380.5,296.25,195.5,2269.25,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","14",2,2,65,95,1,1,5,5,"True",1081,7,,1084.25,1380.5,296.25,195.5,2269.25,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","6",2,2,0,100,1,1,5,5,"True",1369,7,,1230.75,1642.25,411.5,-3.75,2876.75,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","6",2,2,0,100,1,1,4,4,"True",1214,7,,1230.75,1642.25,411.5,-3.75,2876.75,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","10",2,2,65,95,1,1,5,5,"True",1164,7,,1260.25,1585.5,325.25,284.5,2561.25,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","6",3,1,65,95,1,1,7,7,"True",1859,7,,1619.5,1943.0,323.5,649.0,2913.5,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","10",2,2,65,95,1,1,4,4,"True",1318,7,,1260.25,1585.5,325.25,284.5,2561.25,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","14",4,0,0,100,1,1,6,6,"True",1274,7,,1114.75,1346.0,231.25,421.0,2039.75,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","Dynamic",2,2,65,95,1,1,7,7,"True",1179,7,,1039.5,1323.75,284.25,186.75,2176.5,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","No_Overlap","6",4,0,0,100,1,1,3,3,"True",2950,7,,2828.5,3918.75,1090.25,-442.25,7189.5,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","6",6,2,65,95,1,1,3,3,"True",1224,7,,1227.5,1671.75,444.25,-105.25,3004.5,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","14",2,2,65,95,1,1,3,3,"True",960,7,,1084.25,1380.5,296.25,195.5,2269.25,"OK"
"between 25 and (excluding) 30","Undergraduate student (BSc not yet finished)","Computer science","more than 5 years","Overlap","Dynamic",2,2,65,95,1,1,3,3,"True",803,7,,1039.5,1323.75,284.25,186.75,2176.5,"OK"
